Rotate object [22] SIDE STRUT PIN from (302.7, 105.1, 32.4) to (270.2, 126.4, 12.2). Current rotation is (302.3, 105.1, 32.4)
Rotate object [22] SIDE STRUT PIN from (295.4, 105.2, 32.5) to (270.2, 126.4, 12.2). Current rotation is (295.0, 105.2, 32.5)
Rotate object [22] SIDE STRUT PIN from (295.0, 105.2, 32.5) to (270.2, 126.4, 12.2). Current rotation is (294.6, 105.3, 32.5)
Rotate object [22] SIDE STRUT PIN from (294.6, 105.3, 32.5) to (270.2, 126.4, 12.2). Current rotation is (294.1, 105.3, 32.5)
Rotate object [22] SIDE STRUT PIN from (294.1, 105.3, 32.5) to (270.2, 126.4, 12.2). Current rotation is (293.7, 105.3, 32.5)
Rotate object [22] SIDE STRUT PIN from (293.7, 105.3, 32.5) to (270.2, 126.4, 12.2). Current rotation is (293.3, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (293.3, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (292.8, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (292.8, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (292.4, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (292.4, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (292.0, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (292.0, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (291.5, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (291.5, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (291.1, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (291.1, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (290.7, 105.3, 32.6)
Rotate object [22] SIDE STRUT PIN from (290.7, 105.3, 32.6) to (270.2, 126.4, 12.2). Current rotation is (290.2, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (290.2, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (289.8, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (289.8, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (289.4, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (289.4, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (288.9, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (288.9, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (288.5, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (288.5, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (288.1, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (288.1, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (287.6, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (287.6, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (287.2, 105.4, 32.6)
Rotate object [22] SIDE STRUT PIN from (287.2, 105.4, 32.6) to (270.2, 126.4, 12.2). Current rotation is (286.8, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (286.8, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (286.3, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (286.3, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (285.9, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (285.9, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (285.5, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (285.5, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (285.0, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (285.0, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (284.6, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (284.6, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (284.2, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (284.2, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (283.7, 105.5, 32.6)
Rotate object [22] SIDE STRUT PIN from (283.7, 105.5, 32.6) to (270.2, 126.4, 12.2). Current rotation is (283.3, 105.6, 32.6)
Rotate object [22] SIDE STRUT PIN from (283.3, 105.6, 32.6) to (270.2, 126.4, 12.2). Current rotation is (282.9, 105.6, 32.6)
Rotate object [22] SIDE STRUT PIN from (282.9, 105.6, 32.6) to (270.2, 126.4, 12.2). Current rotation is (282.4, 105.6, 32.6)
Rotate object [22] SIDE STRUT PIN from (282.4, 105.6, 32.6) to (270.2, 126.4, 12.2). Current rotation is (282.0, 105.6, 32.6)
Rotate object [22] SIDE STRUT PIN from (282.0, 105.6, 32.6) to (270.2, 126.4, 12.2). Current rotation is (281.6, 105.6, 32.6)
Rotate object [22] SIDE STRUT PIN from (281.6, 105.6, 32.6) to (270.2, 126.4, 12.2). Current rotation is (281.1, 105.7, 32.6)
Rotate object [22] SIDE STRUT PIN from (281.1, 105.7, 32.6) to (270.2, 126.4, 12.2). Current rotation is (280.7, 105.7, 32.6)
Rotate object [22] SIDE STRUT PIN from (280.7, 105.7, 32.6) to (270.2, 126.4, 12.2). Current rotation is (280.3, 105.7, 32.6)
Rotate object [22] SIDE STRUT PIN from (280.3, 105.7, 32.6) to (270.2, 126.4, 12.2). Current rotation is (279.8, 105.7, 32.6)
Rotate object [22] SIDE STRUT PIN from (279.8, 105.7, 32.6) to (270.2, 126.4, 12.2). Current rotation is (279.4, 105.7, 32.6)
Rotate object [22] SIDE STRUT PIN from (279.4, 105.7, 32.6) to (270.2, 126.4, 12.2). Current rotation is (279.0, 105.8, 32.5)
Rotate object [22] SIDE STRUT PIN from (279.0, 105.8, 32.5) to (270.2, 126.4, 12.2). Current rotation is (278.5, 105.8, 32.5)
Rotate object [22] SIDE STRUT PIN from (278.5, 105.8, 32.5) to (270.2, 126.4, 12.2). Current rotation is (278.1, 105.8, 32.5)
Rotate object [22] SIDE STRUT PIN from (278.1, 105.8, 32.5) to (270.2, 126.4, 12.2). Current rotation is (277.7, 105.8, 32.5)
Rotate object [22] SIDE STRUT PIN from (277.7, 105.8, 32.5) to (270.2, 126.4, 12.2). Current rotation is (277.2, 105.9, 32.5)
Rotate object [22] SIDE STRUT PIN from (277.2, 105.9, 32.5) to (270.2, 126.4, 12.2). Current rotation is (276.8, 105.9, 32.5)
Rotate object [22] SIDE STRUT PIN from (276.8, 105.9, 32.5) to (270.2, 126.4, 12.2). Current rotation is (276.4, 106.0, 32.4)
Rotate object [22] SIDE STRUT PIN from (276.4, 106.0, 32.4) to (270.2, 126.4, 12.2). Current rotation is (275.9, 106.0, 32.4)
Rotate object [22] SIDE STRUT PIN from (275.9, 106.0, 32.4) to (270.2, 126.4, 12.2). Current rotation is (275.5, 106.1, 32.4)
Rotate object [22] SIDE STRUT PIN from (275.5, 106.1, 32.4) to (270.2, 126.4, 12.2). Current rotation is (275.1, 106.1, 32.3)
Rotate object [22] SIDE STRUT PIN from (275.1, 106.1, 32.3) to (270.2, 126.4, 12.2). Current rotation is (274.6, 106.2, 32.3)
Rotate object [22] SIDE STRUT PIN from (274.6, 106.2, 32.3) to (270.2, 126.4, 12.2). Current rotation is (274.2, 106.3, 32.2)
Rotate object [22] SIDE STRUT PIN from (274.2, 106.3, 32.2) to (270.2, 126.4, 12.2). Current rotation is (273.8, 106.4, 32.1)
Rotate object [22] SIDE STRUT PIN from (273.8, 106.4, 32.1) to (270.2, 126.4, 12.2). Current rotation is (273.3, 106.5, 32.0)
Rotate object [22] SIDE STRUT PIN from (273.3, 106.5, 32.0) to (270.2, 126.4, 12.2). Current rotation is (272.9, 106.7, 31.8)
Rotate object [22] SIDE STRUT PIN from (272.9, 106.7, 31.8) to (270.2, 126.4, 12.2). Current rotation is (272.5, 106.9, 31.6)
Rotate object [22] SIDE STRUT PIN from (272.5, 106.9, 31.6) to (270.2, 126.4, 12.2). Current rotation is (272.0, 107.2, 31.3)
Rotate object [22] SIDE STRUT PIN from (272.0, 107.2, 31.3) to (270.2, 126.4, 12.2). Current rotation is (271.6, 107.7, 30.9)
Rotate object [22] SIDE STRUT PIN from (271.6, 107.7, 30.9) to (270.2, 126.4, 12.2). Current rotation is (271.2, 108.5, 30.1)
Rotate object [22] SIDE STRUT PIN from (271.2, 108.5, 30.1) to (270.2, 126.4, 12.2). Current rotation is (270.7, 110.3, 28.3)
Rotate object [22] SIDE STRUT PIN from (270.7, 110.3, 28.3) to (270.2, 126.4, 12.2). Current rotation is (270.3, 117.1, 21.5)
Move object [22] SIDE STRUT PIN from (65.2, 21.0, -26.4) to (61.4, 23.7, -28.3). Current position is (65.2, 21.1, -26.4)
Move object [22] SIDE STRUT PIN from (65.2, 21.1, -26.4) to (61.4, 23.7, -28.3). Current position is (65.1, 21.1, -26.4)
Move object [22] SIDE STRUT PIN from (65.1, 21.1, -26.4) to (61.4, 23.7, -28.3). Current position is (65.1, 21.1, -26.4)
Move object [22] SIDE STRUT PIN from (65.1, 21.1, -26.4) to (61.4, 23.7, -28.3). Current position is (65.0, 21.2, -26.5)
Move object [22] SIDE STRUT PIN from (65.0, 21.2, -26.5) to (61.4, 23.7, -28.3). Current position is (65.0, 21.2, -26.5)
Move object [22] SIDE STRUT PIN from (65.0, 21.2, -26.5) to (61.4, 23.7, -28.3). Current position is (64.9, 21.2, -26.5)
Move object [22] SIDE STRUT PIN from (64.9, 21.2, -26.5) to (61.4, 23.7, -28.3). Current position is (64.9, 21.3, -26.5)
Move object [22] SIDE STRUT PIN from (64.9, 21.3, -26.5) to (61.4, 23.7, -28.3). Current position is (64.8, 21.3, -26.6)
Move object [22] SIDE STRUT PIN from (64.8, 21.3, -26.6) to (61.4, 23.7, -28.3). Current position is (64.8, 21.4, -26.6)
Move object [22] SIDE STRUT PIN from (64.8, 21.4, -26.6) to (61.4, 23.7, -28.3). Current position is (64.7, 21.4, -26.6)
Move object [22] SIDE STRUT PIN from (64.7, 21.4, -26.6) to (61.4, 23.7, -28.3). Current position is (64.7, 21.4, -26.6)
Move object [22] SIDE STRUT PIN from (64.7, 21.4, -26.6) to (61.4, 23.7, -28.3). Current position is (64.6, 21.5, -26.7)
Move object [22] SIDE STRUT PIN from (64.6, 21.5, -26.7) to (61.4, 23.7, -28.3). Current position is (64.6, 21.5, -26.7)
Move object [22] SIDE STRUT PIN from (64.6, 21.5, -26.7) to (61.4, 23.7, -28.3). Current position is (64.5, 21.5, -26.7)
Move object [22] SIDE STRUT PIN from (64.5, 21.5, -26.7) to (61.4, 23.7, -28.3). Current position is (64.5, 21.6, -26.7)
Move object [22] SIDE STRUT PIN from (64.5, 21.6, -26.7) to (61.4, 23.7, -28.3). Current position is (64.4, 21.6, -26.8)
Move object [22] SIDE STRUT PIN from (64.4, 21.6, -26.8) to (61.4, 23.7, -28.3). Current position is (64.4, 21.6, -26.8)
Move object [22] SIDE STRUT PIN from (64.4, 21.6, -26.8) to (61.4, 23.7, -28.3). Current position is (64.3, 21.7, -26.8)
Move object [22] SIDE STRUT PIN from (64.3, 21.7, -26.8) to (61.4, 23.7, -28.3). Current position is (64.3, 21.7, -26.9)
Move object [22] SIDE STRUT PIN from (64.3, 21.7, -26.9) to (61.4, 23.7, -28.3). Current position is (64.2, 21.7, -26.9)
Move object [22] SIDE STRUT PIN from (64.2, 21.7, -26.9) to (61.4, 23.7, -28.3). Current position is (64.2, 21.8, -26.9)
Move object [22] SIDE STRUT PIN from (64.2, 21.8, -26.9) to (61.4, 23.7, -28.3). Current position is (64.1, 21.8, -26.9)
Move object [22] SIDE STRUT PIN from (64.1, 21.8, -26.9) to (61.4, 23.7, -28.3). Current position is (64.1, 21.8, -27.0)
Move object [22] SIDE STRUT PIN from (64.1, 21.8, -27.0) to (61.4, 23.7, -28.3). Current position is (64.0, 21.9, -27.0)
Move object [22] SIDE STRUT PIN from (64.0, 21.9, -27.0) to (61.4, 23.7, -28.3). Current position is (64.0, 21.9, -27.0)
Move object [22] SIDE STRUT PIN from (64.0, 21.9, -27.0) to (61.4, 23.7, -28.3). Current position is (63.9, 22.0, -27.0)
Move object [22] SIDE STRUT PIN from (63.9, 22.0, -27.0) to (61.4, 23.7, -28.3). Current position is (63.9, 22.0, -27.1)
Move object [22] SIDE STRUT PIN from (63.9, 22.0, -27.1) to (61.4, 23.7, -28.3). Current position is (63.8, 22.0, -27.1)
Move object [22] SIDE STRUT PIN from (63.8, 22.0, -27.1) to (61.4, 23.7, -28.3). Current position is (63.7, 22.1, -27.1)
Move object [22] SIDE STRUT PIN from (63.7, 22.1, -27.1) to (61.4, 23.7, -28.3). Current position is (63.7, 22.1, -27.1)
Move object [22] SIDE STRUT PIN from (63.7, 22.1, -27.1) to (61.4, 23.7, -28.3). Current position is (63.6, 22.1, -27.2)
Move object [22] SIDE STRUT PIN from (63.6, 22.1, -27.2) to (61.4, 23.7, -28.3). Current position is (63.6, 22.2, -27.2)
Move object [22] SIDE STRUT PIN from (63.6, 22.2, -27.2) to (61.4, 23.7, -28.3). Current position is (63.5, 22.2, -27.2)
Move object [22] SIDE STRUT PIN from (63.5, 22.2, -27.2) to (61.4, 23.7, -28.3). Current position is (63.5, 22.2, -27.2)
Move object [22] SIDE STRUT PIN from (63.5, 22.2, -27.2) to (61.4, 23.7, -28.3). Current position is (63.4, 22.3, -27.3)
Move object [22] SIDE STRUT PIN from (63.4, 22.3, -27.3) to (61.4, 23.7, -28.3). Current position is (63.4, 22.3, -27.3)
Move object [22] SIDE STRUT PIN from (63.4, 22.3, -27.3) to (61.4, 23.7, -28.3). Current position is (63.3, 22.3, -27.3)
Move object [22] SIDE STRUT PIN from (63.3, 22.3, -27.3) to (61.4, 23.7, -28.3). Current position is (63.3, 22.4, -27.3)
Move object [22] SIDE STRUT PIN from (63.3, 22.4, -27.3) to (61.4, 23.7, -28.3). Current position is (63.2, 22.4, -27.4)
Move object [22] SIDE STRUT PIN from (63.2, 22.4, -27.4) to (61.4, 23.7, -28.3). Current position is (63.2, 22.5, -27.4)
Move object [22] SIDE STRUT PIN from (63.2, 22.5, -27.4) to (61.4, 23.7, -28.3). Current position is (63.1, 22.5, -27.4)
Move object [22] SIDE STRUT PIN from (63.1, 22.5, -27.4) to (61.4, 23.7, -28.3). Current position is (63.1, 22.5, -27.5)
Move object [22] SIDE STRUT PIN from (63.1, 22.5, -27.5) to (61.4, 23.7, -28.3). Current position is (63.0, 22.6, -27.5)
Move object [22] SIDE STRUT PIN from (63.0, 22.6, -27.5) to (61.4, 23.7, -28.3). Current position is (63.0, 22.6, -27.5)
Move object [22] SIDE STRUT PIN from (63.0, 22.6, -27.5) to (61.4, 23.7, -28.3). Current position is (62.9, 22.6, -27.5)
Move object [22] SIDE STRUT PIN from (62.9, 22.6, -27.5) to (61.4, 23.7, -28.3). Current position is (62.9, 22.7, -27.6)
Move object [22] SIDE STRUT PIN from (62.9, 22.7, -27.6) to (61.4, 23.7, -28.3). Current position is (62.8, 22.7, -27.6)
Move object [22] SIDE STRUT PIN from (62.8, 22.7, -27.6) to (61.4, 23.7, -28.3). Current position is (62.8, 22.7, -27.6)
Move object [22] SIDE STRUT PIN from (62.8, 22.7, -27.6) to (61.4, 23.7, -28.3). Current position is (62.7, 22.8, -27.6)
Move object [22] SIDE STRUT PIN from (62.7, 22.8, -27.6) to (61.4, 23.7, -28.3). Current position is (62.7, 22.8, -27.7)
Move object [22] SIDE STRUT PIN from (62.7, 22.8, -27.7) to (61.4, 23.7, -28.3). Current position is (62.6, 22.8, -27.7)
Move object [22] SIDE STRUT PIN from (62.6, 22.8, -27.7) to (61.4, 23.7, -28.3). Current position is (62.6, 22.9, -27.7)
Move object [22] SIDE STRUT PIN from (62.6, 22.9, -27.7) to (61.4, 23.7, -28.3). Current position is (62.5, 22.9, -27.7)
Move object [22] SIDE STRUT PIN from (62.5, 22.9, -27.7) to (61.4, 23.7, -28.3). Current position is (62.5, 23.0, -27.8)
Move object [22] SIDE STRUT PIN from (62.5, 23.0, -27.8) to (61.4, 23.7, -28.3). Current position is (62.4, 23.0, -27.8)
Move object [22] SIDE STRUT PIN from (62.4, 23.0, -27.8) to (61.4, 23.7, -28.3). Current position is (62.4, 23.0, -27.8)
Move object [22] SIDE STRUT PIN from (62.4, 23.0, -27.8) to (61.4, 23.7, -28.3). Current position is (62.3, 23.1, -27.8)
Move object [22] SIDE STRUT PIN from (62.3, 23.1, -27.8) to (61.4, 23.7, -28.3). Current position is (62.3, 23.1, -27.9)
Move object [22] SIDE STRUT PIN from (62.3, 23.1, -27.9) to (61.4, 23.7, -28.3). Current position is (62.2, 23.1, -27.9)
Move object [22] SIDE STRUT PIN from (62.2, 23.1, -27.9) to (61.4, 23.7, -28.3). Current position is (62.2, 23.2, -27.9)
Move object [22] SIDE STRUT PIN from (62.2, 23.2, -27.9) to (61.4, 23.7, -28.3). Current position is (62.1, 23.2, -27.9)
Move object [22] SIDE STRUT PIN from (62.1, 23.2, -27.9) to (61.4, 23.7, -28.3). Current position is (62.1, 23.2, -28.0)
Move object [22] SIDE STRUT PIN from (62.1, 23.2, -28.0) to (61.4, 23.7, -28.3). Current position is (62.0, 23.3, -28.0)
Move object [22] SIDE STRUT PIN from (62.0, 23.3, -28.0) to (61.4, 23.7, -28.3). Current position is (62.0, 23.3, -28.0)
Move object [22] SIDE STRUT PIN from (62.0, 23.3, -28.0) to (61.4, 23.7, -28.3). Current position is (61.9, 23.3, -28.1)
Move object [22] SIDE STRUT PIN from (61.9, 23.3, -28.1) to (61.4, 23.7, -28.3). Current position is (61.9, 23.4, -28.1)
Move object [22] SIDE STRUT PIN from (61.9, 23.4, -28.1) to (61.4, 23.7, -28.3). Current position is (61.8, 23.4, -28.1)
Move object [22] SIDE STRUT PIN from (61.8, 23.4, -28.1) to (61.4, 23.7, -28.3). Current position is (61.8, 23.4, -28.1)
Move object [22] SIDE STRUT PIN from (61.8, 23.4, -28.1) to (61.4, 23.7, -28.3). Current position is (61.7, 23.5, -28.2)
Move object [22] SIDE STRUT PIN from (61.7, 23.5, -28.2) to (61.4, 23.7, -28.3). Current position is (61.7, 23.5, -28.2)
Move object [22] SIDE STRUT PIN from (61.7, 23.5, -28.2) to (61.4, 23.7, -28.3). Current position is (61.6, 23.6, -28.2)
Move object [22] SIDE STRUT PIN from (61.6, 23.6, -28.2) to (61.4, 23.7, -28.3). Current position is (61.6, 23.6, -28.2)
Move object [22] SIDE STRUT PIN from (61.6, 23.6, -28.2) to (61.4, 23.7, -28.3). Current position is (61.5, 23.6, -28.3)
Move object [22] SIDE STRUT PIN from (61.5, 23.6, -28.3) to (61.4, 23.7, -28.3). Current position is (61.5, 23.7, -28.3)
Move object [22] SIDE STRUT PIN from (61.5, 23.7, -28.3) to (61.4, 23.7, -28.3). Current position is (61.4, 23.7, -28.3)
Stop
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (270.3, 117.1, 21.5) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (274.9, 225.3, 273.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (274.9, 225.3, 273.3) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (279.9, 227.0, 271.7)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (279.9, 227.0, 271.7) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (284.9, 227.5, 271.1)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (284.9, 227.5, 271.1) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (289.9, 227.8, 270.8)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (289.9, 227.8, 270.8) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (294.9, 228.0, 270.7)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (294.9, 228.0, 270.7) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.3). Current rotation is (299.9, 228.1, 270.6)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.3) from (299.9, 228.1, 270.6) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.4). Current rotation is (304.9, 228.2, 270.5)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.4) from (304.9, 228.2, 270.5) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.4). Current rotation is (309.9, 228.2, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.4) from (309.9, 228.2, 270.4) to (61.8, 23.7, -28.7). Current position is (61.4, 23.7, -28.4). Current rotation is (314.9, 228.3, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.4, 23.7, -28.4) from (314.9, 228.3, 270.4) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (319.9, 228.3, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (319.9, 228.3, 270.4) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (324.9, 228.4, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (324.9, 228.4, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (329.9, 228.4, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (329.9, 228.4, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (334.9, 228.5, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (334.9, 228.5, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (339.9, 228.5, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (339.9, 228.5, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (344.9, 228.5, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (344.9, 228.5, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (349.9, 228.5, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (349.9, 228.5, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (354.9, 228.6, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (354.9, 228.6, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (359.9, 228.6, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (359.9, 228.6, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (4.9, 228.6, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (4.9, 228.6, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (9.9, 228.6, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (9.9, 228.6, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (14.9, 228.7, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (14.9, 228.7, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (19.9, 228.7, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (19.9, 228.7, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.4). Current rotation is (24.9, 228.7, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.4) from (24.9, 228.7, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (29.9, 228.8, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.5) from (29.9, 228.8, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (34.9, 228.8, 270.3)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.5) from (34.9, 228.8, 270.3) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (39.9, 228.8, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.5) from (39.9, 228.8, 270.4) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (44.9, 228.9, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.5) from (44.9, 228.9, 270.4) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (49.9, 228.9, 270.4)
MoveWithRotation object [22] SIDE STRUT PIN from (61.5, 23.7, -28.5) from (49.9, 228.9, 270.4) to (61.8, 23.7, -28.7). Current position is (61.5, 23.7, -28.5). Current rotation is (54.9, 229.0, 270.5)
